 [ti] 09:16:05 [ui] Debug: 245 178 253 253
 [ti] 09:47:20 [ui] Debug: 67 152 482 331
 [ti] 09:47:21 [ui] Debug: 67 152 482 331
 [ti] 09:47:21 [ui] Debug: 67 152 482 331
 [ti] 09:47:22 [ui] Debug: 67 152 482 331
 [ti] 09:47:22 [ui] Debug: 67 152 482 331
 [ti] 09:47:22 [ui] Debug: 67 152 482 331
 [ti] 09:47:23 [ui] Debug: 67 152 482 331
 [ti] 09:47:23 [ui] Debug: 67 152 482 331
 [ti] 09:47:23 [ui] Debug: 67 152 482 331
 [ti] 09:47:24 [ui] Debug: 67 152 482 331
 [ti] 09:47:24 [ui] Debug: 67 152 482 331
 [ti] 09:47:24 [ui] Debug: 67 152 482 331
 [ti] 09:47:25 [ui] Debug: 67 152 482 331
 [ti] 09:47:25 [ui] Debug: 67 152 482 331
 [ti] 09:47:25 [ui] Debug: 67 152 482 331
 [ti] 09:47:25 [ui] Debug: 67 152 482 331
 [ti] 09:47:26 [ui] Debug: 67 152 482 331
 [ti] 09:47:26 [ui] Debug: 67 152 482 331
 [ti] 09:47:26 [ui] Debug: 67 152 482 331
 [ti] 09:47:26 [ui] Debug: 67 152 482 331
 [ti] 09:47:27 [ui] Debug: 67 152 482 331
 [ti] 09:47:27 [ui] Debug: 67 152 482 331
 [ti] 09:47:27 [ui] Debug: 67 152 482 331
 [ti] 09:47:27 [ui] Debug: 67 152 482 331
 [ti] 09:47:28 [ui] Debug: 67 152 482 331
 [ti] 09:47:28 [ui] Debug: 67 152 482 331
 [ti] 09:47:28 [ui] Debug: 67 152 482 331
 [ti] 09:47:29 [ui] Debug: 67 152 482 331
 [ti] 09:47:29 [ui] Debug: 67 152 482 331
 [ti] 09:47:29 [ui] Debug: 67 152 482 331
 [ti] 09:47:29 [ui] Debug: 67 152 482 331
 [ti] 09:47:30 [ui] Debug: 67 152 482 331
 [ti] 09:47:30 [ui] Debug: 67 152 482 331
 [ti] 09:47:30 [ui] Debug: 67 152 482 331
 [ti] 09:47:30 [ui] Debug: 67 152 482 331
 [ti] 09:47:31 [ui] Debug: 67 152 482 331
 [ti] 09:47:31 [ui] Debug: 67 152 482 331
 [ti] 09:47:31 [ui] Debug: 182 152 434 332
 [ti] 09:47:31 [ui] Debug: 67 152 482 331
 [ti] 09:47:31 [ui] Debug: 182 152 434 332
 [ti] 09:47:31 [ui] Debug: 67 152 482 331
 [ti] 09:47:31 [ui] Debug: 182 152 434 332
 [ti] 09:47:32 [ui] Debug: 67 152 482 331
 [ti] 09:47:32 [ui] Debug: 182 152 434 332
 [ti] 09:47:32 [ui] Debug: 67 152 482 331
 [ti] 09:47:32 [ui] Debug: 182 152 434 332
 [ti] 09:47:32 [ui] Debug: 266 147 381 341
 [ti] 09:47:32 [ui] Debug: 67 152 482 331
 [ti] 09:47:32 [ui] Debug: 182 152 434 332
 [ti] 09:47:32 [ui] Debug: 266 147 381 341
 [ti] 09:47:32 [ui] Debug: 67 152 482 331
 [ti] 09:47:32 [ui] Debug: 182 152 434 332
 [ti] 09:47:32 [ui] Debug: 266 147 381 341
 [ti] 09:47:33 [ui] Debug: 67 152 482 331
 [ti] 09:47:33 [ui] Debug: 182 152 434 332
 [ti] 09:47:33 [ui] Debug: 266 147 381 341
 [ti] 09:47:33 [ui] Debug: 67 152 482 331
 [ti] 09:47:33 [ui] Debug: 182 152 434 332
 [ti] 09:47:33 [ui] Debug: 266 147 381 341
 [ti] 09:47:33 [ui] Debug: 67 152 482 331
 [ti] 09:47:33 [ui] Debug: 182 152 434 332
 [ti] 09:47:33 [ui] Debug: 266 147 381 341
 [ti] 09:47:33 [ui] Debug: 67 152 482 331
 [ti] 09:47:33 [ui] Debug: 182 152 434 332
 [ti] 09:47:33 [ui] Debug: 266 147 381 341
 [ti] 09:47:34 [ui] Debug: 67 152 482 331
 [ti] 09:47:34 [ui] Debug: 182 152 434 332
 [ti] 09:47:34 [ui] Debug: 266 147 381 341
 [ti] 09:47:34 [ui] Debug: 376 163 265 313
 [ti] 09:47:34 [ui] Debug: 67 152 482 331
 [ti] 09:47:34 [ui] Debug: 182 152 434 332
 [ti] 09:47:34 [ui] Debug: 266 147 381 341
 [ti] 09:47:34 [ui] Debug: 376 163 265 313
 [ti] 09:47:34 [ui] Debug: 67 152 482 331
 [ti] 09:47:34 [ui] Debug: 182 152 434 332
 [ti] 09:47:34 [ui] Debug: 266 147 381 341
 [ti] 09:47:34 [ui] Debug: 376 163 265 313
 [ti] 09:47:34 [ui] Debug: 67 152 482 331
 [ti] 09:47:34 [ui] Debug: 182 152 434 332
 [ti] 09:47:34 [ui] Debug: 266 147 381 341
 [ti] 09:47:34 [ui] Debug: 376 163 265 313
 [ti] 09:47:35 [ui] Debug: 67 152 482 331
 [ti] 09:47:35 [ui] Debug: 182 152 434 332
 [ti] 09:47:35 [ui] Debug: 266 147 381 341
 [ti] 09:47:35 [ui] Debug: 376 163 265 313
 [ti] 09:47:35 [ui] Debug: 67 152 482 331
 [ti] 09:47:35 [ui] Debug: 182 152 434 332
 [ti] 09:47:35 [ui] Debug: 266 147 381 341
 [ti] 09:47:35 [ui] Debug: 376 163 265 313
 [ti] 09:47:35 [ui] Debug: 67 152 482 331
 [ti] 09:47:35 [ui] Debug: 182 152 434 332
 [ti] 09:47:35 [ui] Debug: 266 147 381 341
 [ti] 09:47:35 [ui] Debug: 376 163 265 313
 [ti] 09:47:35 [ui] Debug: 67 152 482 331
 [ti] 09:47:35 [ui] Debug: 182 152 434 332
 [ti] 09:47:35 [ui] Debug: 266 147 381 341
 [ti] 09:47:35 [ui] Debug: 376 163 265 313
 [ti] 09:47:36 [ui] Debug: 67 152 482 331
 [ti] 09:47:36 [ui] Debug: 182 152 434 332
 [ti] 09:47:36 [ui] Debug: 266 147 381 341
 [ti] 09:47:36 [ui] Debug: 376 163 265 313
 [ti] 09:47:36 [ui] Debug: 67 152 482 331
 [ti] 09:47:36 [ui] Debug: 182 152 434 332
 [ti] 09:47:36 [ui] Debug: 266 147 381 341
 [ti] 09:47:36 [ui] Debug: 376 163 265 313
 [ti] 09:47:36 [ui] Debug: 67 152 482 331
 [ti] 09:47:36 [ui] Debug: 182 152 434 332
 [ti] 09:47:36 [ui] Debug: 266 147 381 341
 [ti] 09:47:36 [ui] Debug: 376 163 265 313
 [ti] 09:47:36 [ui] Debug: 67 152 482 331
 [ti] 09:47:36 [ui] Debug: 182 152 434 332
 [ti] 09:47:36 [ui] Debug: 266 147 381 341
 [ti] 09:47:36 [ui] Debug: 376 163 265 313
 [ti] 09:47:37 [ui] Debug: 67 152 482 331
 [ti] 09:47:37 [ui] Debug: 182 152 434 332
 [ti] 09:47:37 [ui] Debug: 266 147 381 341
 [ti] 09:47:37 [ui] Debug: 0 0 0 0
 [ti] 09:47:37 [ui] Debug: 67 152 482 331
 [ti] 09:47:37 [ui] Debug: 182 152 434 332
 [ti] 09:47:37 [ui] Debug: 266 147 381 341
 [ti] 09:47:37 [ui] Debug: 0 0 0 0
 [ti] 09:47:37 [ui] Debug: 0 0 0 0
 [ti] 09:47:37 [ui] Debug: 67 152 482 331
 [ti] 09:47:37 [ui] Debug: 182 152 434 332
 [ti] 09:47:37 [ui] Debug: 266 147 381 341
 [ti] 09:47:37 [ui] Debug: 0 0 0 0
 [ti] 09:47:37 [ui] Debug: 0 0 0 0
 [ti] 09:47:37 [ui] Debug: 0 0 0 0
 [ti] 09:47:37 [ui] Debug: 67 152 482 331
 [ti] 09:47:37 [ui] Debug: 182 152 434 332
 [ti] 09:47:37 [ui] Debug: 266 147 381 341
 [ti] 09:47:37 [ui] Debug: 0 0 0 0
 [ti] 09:47:37 [ui] Debug: 0 0 0 0
 [ti] 09:47:37 [ui] Debug: 0 0 0 0
 [ti] 09:47:37 [ui] Debug: 0 0 0 0
 [ti] 09:47:38 [ui] Debug: 67 152 482 331
 [ti] 09:47:38 [ui] Debug: 182 152 434 332
 [ti] 09:47:38 [ui] Debug: 266 147 381 341
 [ti] 09:47:38 [ui] Debug: 0 0 0 0
 [ti] 09:47:38 [ui] Debug: 0 0 0 0
 [ti] 09:47:38 [ui] Debug: 0 0 0 0
 [ti] 09:47:38 [ui] Debug: 0 0 0 0
